frame,points,passes,rebounds
frame_0000.jpg,{},0,{}
frame_0001.jpg,{},0,{}
frame_0002.jpg,{},0,{}
frame_0003.jpg,{},0,{}
frame_0004.jpg,{},0,{}
frame_0005.jpg,{},0,{}
frame_0006.jpg,{},0,{}
frame_0007.jpg,{},0,{}
frame_0008.jpg,"{""22"": 2}",0,{}
frame_0009.jpg,{},0,{}
frame_0010.jpg,{},0,{}
